Employee_ID,Age,Gender,Department,Shift_Type,Years_of_Service,Wages,Overtime_Hours,Job_Satisfaction,Attendance_Rate,Fatigue_Score,Overtime_Trend,Attrition
EMP0044,52,Female,Quality Control,Day,11,25310,2,3,83.4655409695601,19.763573669856324,-1.9615760168271184,0
EMP0045,31,Male,Logistics,Night,10,38729,25,1,87.97033132640703,52.85259685398492,1.4798881027586326,1
EMP0046,34,Male,Quality Control,Evening,15,27744,34,3,72.15206031242275,59.195149457650516,3.3594947644430584,1
EMP0047,53,Female,Maintenance,Day,11,19386,7,2,76.80275852201548,34.999818121117784,0.6842120793008364,1
EMP0048,21,Male,Maintenance,Evening,13,43412,35,2,97.94471160756778,56.510043225053856,3.834518296852246,1
EMP0049,19,Male,Quality Control,Day,7,32303,6,5,97.25230321805708,6.0312266264512076,-3.0511434161221676,0
EMP0050,23,Male,Logistics,Evening,5,27242,35,2,93.43871942217076,65.7723837250061,-2.308326769559083,1
EMP0051,21,Male,Logistics,Evening,1,33723,15,5,70.58203736854647,21.31440073113063,1.710403015496525,0
EMP0052,46,Male,Production,Day,12,29257,23,1,79.81020305488306,42.52363045013781,0.5285804203065021,1
EMP0053,35,Male,Maintenance,Night,9,23947,0,2,88.83876206028724,32.72912462538244,2.6275643531436153,0
EMP0054,43,Male,Production,Evening,13,28946,24,1,78.25570635320427,41.875320389232996,-0.030943281453479157,1
EMP0055,51,Male,Production,Night,7,20930,9,1,97.28760085161332,28.790177571306437,-1.7359508450566639,1
EMP0056,27,Female,Quality Control,Night,2,20402,15,2,89.01668385497325,35.40409399021151,-0.42718648441008494,1
EMP0057,53,Male,Quality Control,Day,6,37047,15,1,72.15720151949337,37.59179784173493,-3.065367941847468,1
EMP0058,31,Male,Production,Day,2,41445,7,2,97.27016766507109,22.32388359992906,-2.257181346194069,0
EMP0059,48,Male,Maintenance,Day,15,44048,28,2,98.73299974528668,49.03705601510746,1.9448879958360203,1
EMP0060,32,Male,Quality Control,Evening,1,31017,38,2,72.33137255175177,71.81606202000535,1.74557482893922,1
EMP0061,25,Female,Production,Day,14,36659,27,3,85.97080704583945,52.45127663755995,0.7260085696121538,0
EMP0062,31,Female,Production,Day,7,15507,5,1,79.10092846642512,22.636732072149126,-3.442155041920939,0
EMP0063,40,Male,Production,Evening,13,16436,15,4,81.78517229444208,34.26832359410076,-0.7168071510257771,0
EMP0064,38,Male,Production,Evening,2,42151,19,2,75.38953653866025,29.592641411650067,-2.449999777320101,1
EMP0065,33,Female,Production,Day,13,26618,15,1,87.34216306037237,24.995605387951567,2.3530665075755306,1
EMP0066,35,Female,Production,Day,14,23750,6,5,98.73938059746672,13.865979025323712,-1.1674442671252026,0
EMP0067,41,Male,Quality Control,Day,14,31122,40,2,85.09217800814827,66.90530601710805,-2.171495421563099,1
EMP0068,43,Male,Maintenance,Day,2,22354,13,2,72.48743744183443,27.160702994956402,0.05959233024284887,1
EMP0069,42,Male,Production,Night,13,26294,25,4,88.60004000432225,66.49447298965335,-1.2803089136692236,0
EMP0070,46,Female,Logistics,Night,11,35900,25,3,80.20668983353771,68.07214213343791,2.9674878204074138,1
EMP0071,32,Male,Quality Control,Day,5,28840,13,3,95.67775568773894,25.041631730376082,-1.4696217950683816,0
EMP0072,18,Female,Quality Control,Night,14,35006,6,2,83.04034444949411,33.0924243802591,-2.7984565184492625,1
EMP0073,42,Male,Production,Evening,5,19399,32,1,75.78518826826736,63.188306833155444,-4.305827031515031,1
EMP0074,24,Male,Quality Control,Night,7,20037,25,5,75.73316868073435,57.62252986431285,-0.06157300482683039,0
EMP0075,26,Male,Production,Night,1,43633,19,5,93.06292542163482,53.23272078554982,-1.1238602277158527,0
EMP0076,41,Male,Maintenance,Day,8,39495,2,1,77.9676279492208,11.56126024118958,-2.8578092130234536,1
EMP0077,18,Male,Maintenance,Night,3,30848,3,2,93.01700182477668,33.389055885488816,2.3784529225115705,0
EMP0078,25,Male,Quality Control,Night,4,18715,25,5,76.17661932299798,50.307944166027205,1.3344902948584838,0
EMP0079,41,Male,Quality Control,Night,15,29877,10,3,79.65059106103928,35.62414550453991,-0.05643575787445955,0
EMP0080,28,Female,Logistics,Night,9,22837,1,1,83.96460917319098,21.46740551523025,2.728652488341733,1
EMP0081,34,Male,Quality Control,Evening,4,16301,13,4,98.29587549080352,33.49726345228996,1.325072066797226,0
EMP0082,25,Male,Logistics,Day,10,22370,29,2,97.95194274261473,54.839802435515445,-1.6457118030368647,1
EMP0083,52,Female,Maintenance,Day,12,36569,11,1,76.20615626266863,26.778007163819215,-2.078440327981532,1
EMP0084,52,Female,Maintenance,Evening,15,33539,25,5,80.74657123729219,45.788851752468965,1.6359630889077228,0
EMP0085,50,Female,Production,Night,5,21411,32,2,74.48198165361318,77.21256948227503,0.792733912934702,1
EMP0086,22,Female,Maintenance,Evening,7,21365,12,3,85.29955237940491,31.17479383070982,0.3394955359413234,0
EMP0087,45,Male,Logistics,Night,4,30449,13,2,83.81747652084,33.79070670310297,-1.6929956057378146,1
EMP0088,24,Male,Quality Control,Evening,14,15692,23,2,97.02280487352198,44.280979331646,1.2158951340115078,1
EMP0089,26,Female,Production,Day,1,43926,33,3,97.90016133373217,46.74929084659851,-1.5109977662678984,0
EMP0090,25,Male,Logistics,Day,9,16478,25,3,81.50702173021877,39.17674451248969,-0.20397330918735596,0
EMP0091,29,Male,Quality Control,Day,4,21396,20,2,84.75213829056969,31.285955365186,2.8938882927739598,0
EMP0092,51,Female,Production,Night,9,23448,27,3,96.88708747438399,69.74632349120994,-1.3216684716202916,1
EMP0093,50,Male,Maintenance,Night,6,25622,35,1,94.20123423235185,78.08415087086092,-3.145978514145722,1
EMP0094,40,Male,Logistics,Evening,15,31825,39,3,70.10968934033947,65.07204499621986,-2.1050943837402207,1
EMP0095,41,Male,Quality Control,Evening,1,25073,1,3,79.60178692550747,19.10032981478671,1.9885976533752465,0
EMP0096,54,Male,Production,Day,12,17646,8,2,82.65322725808377,15.630970880357928,0.5094622747604189,0
EMP0097,52,Male,Production,Night,3,20209,22,1,76.89148851049696,60.050568952354716,-0.25775475737750714,1
EMP0098,39,Male,Maintenance,Evening,11,43396,14,4,75.98714847687816,29.729946653542218,-1.018187610623139,0
EMP0099,44,Female,Quality Control,Night,2,21533,12,4,71.13353519787039,39.971614587347396,0.9707198151063802,0
EMP0100,52,Male,Maintenance,Night,9,36061,22,5,89.30109175209282,60.92135374019192,-1.698209701980447,0
EMP0101,18,Male,Maintenance,Day,15,22211,16,3,77.87530871449496,30.207246995297645,0.6113311372851918,0
EMP0102,52,Female,Quality Control,Day,12,24927,1,3,71.57041535293939,18.584845367779803,-1.4625091376259138,1
EMP0103,54,Female,Quality Control,Night,1,26927,19,1,76.92937931584191,53.88873150164273,-1.795318770550108,1
EMP0104,31,Female,Quality Control,Night,13,34029,19,4,94.0574185850838,51.23225431481671,-1.2749748696500234,0
EMP0105,20,Female,Logistics,Night,14,39594,2,5,95.54467544939641,19.811313387978377,-0.7508148929679238,0
EMP0106,18,Male,Quality Control,Night,9,24316,11,1,84.49198735579908,36.009949413113986,-0.09765967186740633,1
EMP0107,22,Male,Production,Day,9,27177,39,3,82.48212011226059,65.09743024004256,0.47091159022222867,1
EMP0108,43,Male,Maintenance,Evening,8,25846,1,4,99.33561080505345,14.60845076272812,-7.376730582856888,0
EMP0109,31,Male,Logistics,Day,8,22933,35,5,76.0169397876421,49.68124757953752,-1.6153011154935297,0
EMP0110,44,Male,Quality Control,Evening,11,20476,13,2,76.46077848563826,34.95735448165448,-0.7831399547120785,1
EMP0111,26,Male,Logistics,Night,14,28853,15,4,78.756015311092,44.52280738677729,3.01012407721666,0
EMP0112,32,Female,Quality Control,Evening,12,22928,18,5,75.18271954843262,34.99913261826025,-2.1600052167642643,0
EMP0113,32,Male,Logistics,Day,1,17080,33,1,81.3809679461256,49.478064819637424,0.32559323619982505,1
EMP0114,43,Male,Maintenance,Day,11,21089,5,2,97.32502680969262,23.479395752519828,2.990060619471675,0
EMP0115,30,Male,Maintenance,Night,8,38780,12,5,88.46043521885723,41.45722755447201,-2.6259370598945457,0
EMP0116,49,Male,Production,Day,10,41123,35,5,82.3583964583679,61.15459484539145,0.7879504517288047,0
EMP0117,49,Male,Production,Night,14,22797,21,3,98.03232383713645,50.61483558426256,-1.6045436678690408,0
EMP0118,21,Female,Quality Control,Day,3,32245,17,4,71.45392697427467,25.590925857893268,-1.009267484578469,0
EMP0119,47,Male,Maintenance,Day,11,23346,11,3,76.30828533705584,32.41295198393116,-1.606221667906629,0
EMP0120,54,Male,Logistics,Night,7,34878,29,2,86.97665815305277,69.98830970434022,-1.4637146168317718,1
EMP0121,40,Male,Logistics,Evening,11,15904,39,5,88.46657869579538,68.74706466499647,5.443824295812986,0
EMP0122,32,Female,Logistics,Day,15,32653,6,3,71.1867251968784,17.948446156123282,1.6889117441433315,0
EMP0123,46,Male,Production,Evening,1,31788,31,4,82.09116273721396,56.628009062768385,2.203475723572418,0
EMP0124,53,Male,Logistics,Day,1,40419,18,2,89.47461894492618,45.104215151401895,0.9839869736729923,1
EMP0125,30,Male,Production,Day,10,24974,5,1,90.94211639210205,20.264002674483628,-3.212513576803916,1
EMP0126,49,Male,Production,Day,13,41140,19,3,89.14419707548808,35.96712964398611,0.7899159406466143,0
EMP0127,24,Female,Quality Control,Day,5,16184,26,2,79.61689673082773,40.6566487648457,2.145859229014693,1
EMP0128,39,Female,Logistics,Evening,5,40322,36,1,72.80560370793728,53.7093340065386,-1.7067989480782229,1
EMP0129,45,Male,Logistics,Evening,8,16725,6,3,82.81337339258002,15.592096142243161,1.9306533343222532,0
EMP0130,19,Female,Maintenance,Day,7,26380,4,2,73.86263312104167,3.10265112521122,1.4086724197081577,0
EMP0131,23,Female,Quality Control,Day,8,39846,10,2,98.42870975562002,20.27595170493693,3.70408008962734,0
EMP0132,45,Female,Maintenance,Evening,6,28057,14,3,84.25512598067886,33.3688314777932,-0.8355660250272376,0
EMP0133,45,Female,Quality Control,Night,6,37195,2,2,79.51777523070602,20.273322562923795,-2.1952219645514535,0
EMP0134,37,Male,Logistics,Night,2,20606,4,5,92.98912213356701,26.99417978767721,-0.7232562187450913,0
EMP0135,47,Male,Production,Evening,6,18956,22,3,84.93845777746792,49.92668573823674,2.8711419863272467,0
EMP0136,28,Male,Production,Day,5,31555,36,2,79.3010207203735,62.239196749577935,-3.656811761683926,1
EMP0137,45,Female,Production,Day,13,39849,8,1,94.35903227172405,11.501648595705595,-4.1367514308620645,0
EMP0138,42,Male,Production,Night,3,33690,14,1,96.01456453003365,43.758682597580844,0.17879055786322653,1
EMP0139,50,Female,Production,Night,6,40734,2,5,90.19024498866031,21.08329611514195,-0.8851785855483123,0
EMP0140,18,Female,Maintenance,Evening,8,41282,28,3,71.40893267223002,55.10864348570137,0.015455786351369287,0
EMP0141,44,Male,Quality Control,Night,9,31081,5,2,86.98968640499596,35.220732081767494,1.8906235424717304,1
EMP0142,30,Female,Logistics,Evening,1,41347,16,2,92.89884735991845,30.509863868377707,-1.105138692237705,0
EMP0143,20,Male,Maintenance,Night,3,15421,25,1,74.09509036250746,52.669773987998,-3.746011661861241,1
EMP0144,23,Male,Quality Control,Night,3,20540,20,5,76.8601225415381,47.293664747508465,4.088963114399888,0
EMP0145,25,Female,Production,Night,11,40785,7,1,96.47485315204409,19.236033026343303,-1.9944565748775522,1
EMP0146,44,Male,Quality Control,Day,8,31288,20,1,70.60365165559222,40.47984086720288,-2.118074244024195,1
EMP0147,26,Female,Quality Control,Day,1,30966,10,5,92.58181413477928,18.835777268299346,2.207440027445193,0
EMP0148,54,Female,Production,Day,5,30882,37,3,84.21319877543269,71.1508754128393,-0.7689782420830359,0
EMP0149,50,Male,Production,Night,3,19675,7,2,83.40316476518821,30.007953910187236,-0.12677970406962155,0
EMP0150,41,Male,Production,Evening,2,24082,23,3,70.21289597484662,44.60438525875034,0.9655802481206359,0
EMP0151,32,Male,Logistics,Evening,15,28009,34,4,94.58194692899478,54.867373709804426,2.1671662062199912,0
EMP0152,49,Male,Production,Evening,8,42843,13,4,80.79474701909699,29.278547182528733,-0.6669213863635439,0
EMP0153,49,Female,Logistics,Evening,3,44552,13,4,86.22296893901628,28.390090019658903,3.0399040118285985,0
EMP0154,41,Male,Production,Day,7,44793,9,5,90.31902059006978,26.67986839423223,-4.271599697469611,0
EMP0155,29,Male,Logistics,Day,12,21748,11,1,91.07888729313747,18.80869075624304,1.5195744739061543,1
EMP0156,19,Male,Quality Control,Night,11,21103,37,3,98.67940176478217,74.92087842372307,-1.6790551160353147,1
EMP0157,20,Male,Maintenance,Night,1,32857,33,2,85.94019859709827,66.59618298069098,2.744542633215983,1
EMP0158,54,Female,Quality Control,Evening,6,34627,40,4,81.99158652923282,69.45267366993593,0.2840889576610905,0
EMP0159,34,Male,Quality Control,Day,3,44054,9,3,98.61110879475123,19.45849788414179,-1.3458106640188032,0
EMP0160,19,Female,Production,Evening,8,33565,16,4,89.26330705076563,35.79551665931797,1.325682186043265,0
EMP0161,19,Male,Logistics,Night,6,41025,16,4,78.94451068829667,36.76120303728324,1.7863766944145032,0
EMP0162,45,Female,Maintenance,Night,12,34480,2,2,73.79392736210714,31.045563953656895,1.2837882457172765,1
EMP0163,40,Male,Production,Evening,2,38030,30,5,95.27663504395544,53.75139539261152,-2.059392479266121,0
EMP0164,54,Male,Production,Night,6,42832,0,1,80.86544808382455,23.385080369635798,-0.9680342472441695,1
EMP0165,49,Female,Production,Evening,7,26348,11,5,89.81409164093293,33.95341561505024,-0.00814567424287005,0
EMP0166,50,Male,Quality Control,Day,5,24782,38,3,84.12449258097695,63.68281921390256,-0.0825193053001208,1
EMP0167,18,Female,Logistics,Evening,3,20882,3,5,75.96789339385116,13.287874296679327,1.4994909508766954,0
EMP0168,36,Male,Logistics,Day,4,43815,12,3,88.05059825861395,23.626545856059536,-4.0298024650132165,0
EMP0169,19,Male,Maintenance,Day,4,37366,33,3,71.82049206852047,53.94684003351909,0.6686541091070068,1
EMP0170,43,Male,Logistics,Night,6,43557,20,1,82.40027379613576,41.696304472382515,-0.5799627088732798,1
EMP0171,49,Female,Logistics,Night,10,20798,21,2,86.39844818991013,47.15159092395958,-1.6770012327679045,1
EMP0172,23,Male,Production,Night,1,24627,3,1,83.08140922355737,27.17983503023419,-1.4849735555391992,1
EMP0173,49,Male,Production,Evening,11,23415,17,5,92.46016525752972,45.48590702824525,-0.4290753290359272,0
EMP0174,21,Male,Quality Control,Evening,4,39795,4,3,94.83774863635938,10.647566482342393,-7.202170208919036,0
EMP0175,28,Male,Production,Night,10,27466,18,4,93.13729222099533,46.379858239144326,-1.4025791415831,0
EMP0176,34,Male,Production,Evening,13,24846,1,4,71.16438843435407,14.773596264511509,-1.7516296492925867,0
EMP0177,55,Female,Production,Night,4,27720,11,3,75.82386311337916,45.96608800829352,1.0655664186452485,0
EMP0178,41,Female,Production,Evening,10,39840,16,1,86.09822527791323,27.06161364164576,-1.611053365021041,1
EMP0179,22,Female,Quality Control,Day,1,24145,9,2,98.04466121331404,13.469798765108113,-0.4302276003409798,0
EMP0180,51,Female,Production,Day,9,19524,33,1,95.04870325156351,58.03710310075063,3.084553255322604,1
EMP0181,23,Male,Maintenance,Night,4,43309,5,3,95.27603525055405,30.615700986180247,1.988703039630847,0
EMP0182,39,Female,Maintenance,Evening,7,21559,7,3,79.09624581279024,35.79215241860747,1.8045427998869052,0
EMP0183,28,Male,Maintenance,Evening,12,22620,10,2,82.88343691236108,24.45997136595141,-0.9997448608217036,0
EMP0184,33,Male,Maintenance,Day,14,34158,11,5,84.12117841947813,16.06511268948006,1.0860645585793047,0
EMP0185,50,Male,Production,Day,3,37057,8,5,74.72114750049731,24.01134038600649,-0.4677956009071879,0
EMP0186,26,Male,Maintenance,Night,10,18124,1,2,70.93204390733369,28.30497894770355,-0.39218642135387577,1
EMP0187,23,Female,Production,Day,12,23671,7,5,98.4070869838155,15.640070604897506,0.8193706874930994,0
EMP0188,33,Male,Quality Control,Night,3,26706,10,4,77.2213775699052,32.066757274228536,-1.1939871768418648,0
EMP0189,46,Male,Maintenance,Day,14,32737,35,5,77.19846711170894,66.48996970740009,2.986006208886407,0
EMP0190,20,Male,Logistics,Day,8,42898,9,5,72.50137161306279,20.817728092492175,-0.3202602791958743,0
EMP0191,37,Female,Maintenance,Evening,8,27070,20,5,97.85523255831336,37.26959577902188,1.23672113251933,0
EMP0192,53,Male,Maintenance,Day,11,40465,19,4,87.39211344819316,41.00712808767171,2.911200958514596,0
EMP0193,36,Male,Production,Day,12,35238,7,5,90.01110571376061,22.68632783829436,2.06330754915035,0
EMP0194,43,Male,Maintenance,Night,1,23134,35,4,97.34730661789158,82.00945021279446,-2.817838205381049,1
EMP0195,20,Female,Logistics,Day,10,15924,28,2,80.36860506702368,45.66775512345272,0.8897917900197685,1
EMP0196,36,Male,Production,Night,2,33554,11,1,88.64521933414252,36.90960276910341,1.7014387889212939,1
EMP0197,37,Male,Production,Day,8,41478,13,2,71.16398364186662,33.03636911040631,1.7837260443214975,1
EMP0198,49,Male,Quality Control,Day,1,20506,20,1,75.60317584693388,33.74919748509557,-2.2265896682292623,1
EMP0199,24,Male,Quality Control,Night,15,28650,21,2,94.93737415269828,53.492896454605024,-1.3140704740346478,1
EMP0200,50,Male,Maintenance,Evening,12,44449,20,1,93.00305069015008,38.149866863177856,1.9891164714832432,1
EMP0201,35,Male,Quality Control,Night,8,17395,29,1,80.5192807437144,70.826881361298,-1.5235207413652914,1
EMP0202,18,Female,Quality Control,Night,8,39604,38,3,81.30431883322638,74.30977242194419,-0.5993921133286285,1
EMP0203,28,Male,Quality Control,Night,2,30310,19,1,86.00663300660739,55.44291617823735,3.1517516190039387,1
EMP0204,45,Male,Production,Evening,4,23226,23,1,70.00723014055404,50.957063781777634,-0.09559850076957963,1
EMP0205,42,Female,Production,Day,6,26781,22,3,77.23733008114084,35.283898849690345,-1.453548275667686,0
EMP0206,40,Male,Production,Night,12,20515,6,5,76.24695425824643,39.12313866038622,-1.7552347137258102,0
EMP0207,48,Male,Quality Control,Night,11,34054,8,5,77.5144884024929,44.35622633213865,0.6654386591703759,0
EMP0208,47,Male,Production,Evening,9,18365,0,3,94.17717527600324,18.81143246299608,-2.666296016954418,0
EMP0209,52,Male,Quality Control,Night,15,31972,25,4,78.3902156963933,59.092060674818896,-0.4946719277928363,0
EMP0210,24,Female,Production,Day,8,26410,37,1,75.74563966150444,58.76993022821296,0.6664610699800435,1
EMP0211,33,Male,Production,Evening,12,34522,37,1,85.12790382379094,67.82713608702879,2.598299641095335,1
EMP0212,43,Female,Logistics,Day,15,24095,21,3,95.96935109118196,36.581448003342835,1.3350961607399914,0
EMP0213,19,Male,Maintenance,Day,8,38047,9,3,77.240491115125,25.761732862316023,-1.4281302359643575,0
EMP0214,18,Male,Quality Control,Evening,7,35470,5,4,72.35608728378396,16.821632358630186,2.35683863512744,0
EMP0215,29,Male,Logistics,Night,14,25361,16,5,80.69214207548994,31.28325976446321,-0.5990300750949551,0
EMP0216,22,Male,Production,Day,13,23531,37,2,92.42955473694934,61.5967790637811,-2.471406044098818,1
EMP0217,54,Male,Quality Control,Day,9,19270,23,5,86.52071634084383,43.55921301591343,-0.344082718530945,0
EMP0218,49,Female,Production,Day,15,37403,9,1,94.50380108723043,22.92536721940776,2.876338402291404,1
EMP0219,26,Male,Maintenance,Day,2,24906,7,3,98.78776442827701,13.856903171071501,0.3304801001298504,0
EMP0220,52,Female,Logistics,Evening,3,44268,20,4,93.7798743025485,49.43523208303343,0.025043728659572675,0
EMP0221,36,Male,Maintenance,Evening,10,44122,5,5,88.1140923653126,25.298438892766903,3.2744232894057066,0
EMP0222,33,Female,Logistics,Day,8,31940,20,4,84.80024764157142,38.01526581129327,-2.862709694108854,0
EMP0223,20,Female,Production,Night,14,44831,38,5,71.202072590448,74.3034440643092,-2.5711982281055445,0
EMP0224,37,Female,Maintenance,Day,6,39406,23,1,99.52965936442124,41.69331397595415,-3.231692941933664,1
EMP0225,41,Female,Maintenance,Night,10,26279,32,2,81.50443367725127,71.29799808288814,0.7452963729601102,1
EMP0226,50,Female,Production,Day,9,20452,17,4,74.566846417506,31.487849800675818,0.332986254230249,0
EMP0227,41,Male,Maintenance,Night,10,42842,27,4,90.0012656618937,66.59464324285618,3.085472734559552,0
EMP0228,28,Male,Quality Control,Day,4,34951,31,2,78.52864867286378,54.40021161930233,0.48695015427354044,1
EMP0229,25,Male,Logistics,Night,8,41632,11,4,87.57334812793142,44.20220619888337,-0.8083143189586055,0
EMP0230,53,Female,Logistics,Day,10,35283,26,4,87.60303723533774,55.876748901442376,0.0035897457562141704,0
EMP0231,55,Male,Logistics,Day,3,21477,9,5,83.37189462708608,21.07162541204935,0.2354148369219162,0
EMP0232,37,Female,Quality Control,Night,3,38884,31,5,95.08355846635128,73.00149187254483,-3.343522546656334,0
EMP0233,52,Male,Logistics,Evening,8,32400,25,2,77.9490118466633,48.14523308452764,5.420663288669786,1
EMP0234,42,Male,Production,Night,5,21470,24,1,83.45897774853202,62.87966050470425,1.039742036203823,1
EMP0235,52,Male,Maintenance,Evening,3,17062,10,4,86.13076385772914,27.81692900619946,0.4200166160451781,0
EMP0236,42,Male,Quality Control,Day,10,24030,22,1,89.90874162301898,36.283733883122075,1.2303279685571606,1
EMP0237,46,Male,Logistics,Night,11,41213,33,2,93.51915551516768,75.10022671348702,1.41882196117321,1
EMP0238,35,Male,Production,Night,1,35705,39,2,81.84421848634769,67.1271643592293,-0.28110697100486337,1
EMP0239,35,Male,Maintenance,Night,15,34880,22,5,89.38140832289788,46.24512212797386,-1.262482272481401,0
EMP0240,19,Male,Maintenance,Evening,3,16813,28,4,74.51832859205557,49.91254058112858,1.198901372643408,0
EMP0241,52,Male,Quality Control,Evening,12,26671,30,3,97.97944301627436,60.81220883317421,0.7714216810629049,1
EMP0242,33,Male,Quality Control,Day,9,37640,6,2,81.4917641926301,13.753406149209058,-1.6197801981788162,0
EMP0243,53,Female,Quality Control,Evening,5,29308,39,4,91.88564265929315,66.202818506412,2.838071222734528,0
EMP0244,50,Male,Production,Evening,12,41027,32,1,70.61023245646533,58.910540789307476,0.5867040726459667,1
EMP0245,21,Male,Production,Day,10,17313,20,5,76.1556142871442,36.15604663618697,1.4596387245352613,0
EMP0246,50,Male,Quality Control,Night,15,24706,1,1,84.61247632970733,29.408908853141813,2.783841775359838,1
EMP0247,31,Male,Logistics,Night,2,32615,17,2,96.3475740319704,46.6188844120203,0.043777642329669554,1
EMP0248,38,Male,Maintenance,Day,7,24837,32,2,85.81765449852031,61.38416890518494,0.6339040139682307,1
EMP0249,37,Male,Maintenance,Night,15,20831,36,1,97.89611446881636,78.38698511729618,1.620054477012233,1
EMP0250,25,Male,Production,Evening,2,34383,33,2,84.51390689748389,55.76272173020894,-1.4497221676001044,1
